,project_name,project_type,project_owner,base_price,target_price,target_rate,bid_days,bid_start_month,bid_start_weekday,bid_start_quarter,max_target_rate,min_target_rate,mean_target_rate,std_target_rate,count_bidding
838,지산지구 농업용수확충사업 전기공사,공사,충청남도 서산시,44965000,44792000,99.615,2,7,1,3Q,101.084,98.33,100.04666666666668,0.7605563752937717,9
839,2019년 죽성3통 경로당(마을회관) 신축사업(죽성3통 전기부문),공사,충청남도 서산시,58740000,58858000,100.201,2,7,1,3Q,101.084,98.33,100.04666666666668,0.7605563752937717,9
841,보수 더불어센터 리모델링공사(전기),공사,부산광역시 중구,54167000,54077000,99.834,2,7,1,3Q,99.702,99.702,99.702,,1
842,천안백석중학교외 1교 변전시설 증설 전기공사,공사,충청남도교육청 충청남도천안교육지원청,146788000,147173000,100.262,3,7,0,3Q,100.081,98.547,99.2895,0.724985287207036,4
843,(긴급) 총장실 외 2실 인테리어 전기공사,공사,서울과학기술대학교,141570000,142539000,100.684,3,7,0,3Q,100.193,99.033,99.8605,0.5541819797383049,4
844,빛누리초 교실 증축 전기공사,공사,전라남도교육청,328790000,328528000,99.92,2,7,1,3Q,100.965,98.69,99.72647826086956,0.5838592505954907,23
845,정덕초 병설유 석면텍스 개선 전기공사,공사,서울특별시교육청 서울특별시성북강북교육지원청,24267000,24211000,99.769,2,7,1,3Q,100.507,98.789,99.50166666666667,0.8956122672972587,3
846,인천소래초 외 1교(장수초) 다목적강당 및 급식소 증축 전기공사 감리용역(긴급) 전자입찰 안내,용역,인천광역시교육청 인천광역시동부교육지원청,81304000,81541000,100.291,2,7,0,3Q,101.504,99.081,99.81727272727272,0.7016222760017083,11
847,중구 재활용처리시설 리모델링 전기공사,공사,서울특별시 중구,30415000,30352000,99.793,5,7,5,3Q,100.622,99.164,99.893,1.0309616869699851,2
848,주석초 화장실보수 전기공사 수의견적 공고,공사,경상남도교육청 경상남도김해교육지원청,78452000,78629000,100.226,5,7,4,3Q,100.706,98.464,99.93375,0.7792134770761772,8
850,충북대 사범대학 석면제거 전기공사,공사,충북대학교,71732000,71678000,99.925,2,7,1,3Q,100.719,99.134,99.788,0.7471737861211819,4
853,무계헌 리모델링공사(전기),공사,경상남도 김해시,30988200,31308000,101.032,6,7,3,3Q,100.469,99.375,99.74133333333333,0.6301827777187589,3
854,둔둔초 교사동 화장실보수 전기공사,공사,강원도교육청 강원도원주교육지원청,29391000,29442000,100.174,5,7,4,3Q,101.04,98.614,99.63137499999999,0.7474950429840436,8
856,평원중 수배전반 교체 전기공사,공사,강원도교육청 강원도원주교육지원청,41971000,41421000,98.69,5,7,4,3Q,101.04,98.614,99.63137499999999,0.7474950429840436,8
857,삼일상업고등학교 교육정보관 조리실습실 환경개선 전기공사 전자입찰 공고,공사,경기도교육청 삼일상업고등학교,63280000,63372000,100.145,5,7,3,3Q,0.0,0.0,0.0,0.0,0
858,영월 용석권역 창조적마을만들기사업 싸앗마을나눔센터 전기공사,공사,한국농어촌공사 강원지역본부 원주지사,151541000,150308000,99.186,5,7,4,3Q,100.546,99.131,99.85633333333332,0.7081739428511455,3
859,잠실고등학교 외 1교(거원초) 체육관 냉난방개선 및 기타시설 전기공사 입찰 공고,공사,서울특별시교육청 서울특별시강동송파교육지원청,90079000,89478000,99.333,2,7,0,3Q,100.552,99.74,100.1786,0.30003966404461035,5
860,광수중 연결통로 및 필로티 증축 전기공사,공사,경기도교육청 경기도광주하남교육지원청,38240000,38493000,100.662,6,7,3,3Q,101.022,98.825,99.85699999999999,0.654659245159441,12
861,서울가락초등학교병설유치원 스프링클러 설치 전기공사 견적 공고,공사,서울특별시교육청 서울특별시강동송파교육지원청,42279000,41821000,98.917,2,7,0,3Q,100.552,99.74,100.1786,0.30003966404461035,5
862,한국폴리텍대학 대전캠퍼스 학생회관 증축공사(전기),공사,조달청 대전지방조달청,707680000,710336000,100.375,3,7,6,3Q,100.973,99.047,100.068,0.5694167055991464,14
866,호남권 국도터널 통합관리망 구축공사(전기),공사,조달청 광주지방조달청,660132000,663153000,100.458,2,7,0,3Q,100.988,99.723,100.372,0.6331453229709594,3
870,충북체육고 LED전등교체 전기공사,공사,충청북도교육청 충청북도진천교육지원청,247500000,247758000,100.104,7,7,2,3Q,99.235,99.235,99.235,,1
872,금과 경영실습 임대농장 조성사업 전기공사,공사,한국농어촌공사 전북지역본부 순창지사,94139000,94353000,100.227,7,7,2,3Q,99.133,99.133,99.133,,1
873,"계양1동 행정복지센터 신축공사 설계용역(전기,소방,통신)",용역,인천광역시 계양구,88036300,87384000,99.259,7,7,2,3Q,100.952,99.033,99.965,0.7311487536746529,5
874,창원들녘2지구 지표수보강개발사업 전기공사,공사,한국농어촌공사 경남지역본부 창원지사,611600000,609272000,99.619,7,7,2,3Q,0.0,0.0,0.0,0.0,0
875,당진시 북부사회복지관 신축공사(전기),공사,충청남도 당진시,313896000,316172000,100.725,7,7,1,3Q,100.606,98.858,99.911,0.6926167771574686,8
876,도시재생뉴딜사업 남산선비마을 선비문화센터 신축공사(전기),공사,경상북도 영주시,195030000,195559000,100.271,7,7,2,3Q,101.257,98.006,99.37455555555556,0.9822795059339166,9
877,사파초등학교 외 1교(사파중) 화장실보수 전기공사,공사,경상남도교육청 경상남도창원교육지원청,102839000,102920000,100.079,7,7,2,3Q,101.536,98.487,100.00361538461539,0.7782709079452012,26
878,친환경농산물가공창업보육센터구축공사(전기),공사,충청북도 충주시,370271000,367105000,99.145,6,7,3,3Q,100.648,98.6,99.4821,0.7449118441504026,10
879,가장천 생태하천 복원사업(전기),공사,경기도 오산시,67100000,67809000,101.057,6,7,3,3Q,100.069,100.069,100.069,,1
880,청송경찰서 수사부서 환경개선공사(전기),공사,경찰청 경상북도지방경찰청 청송경찰서,38445000,38430000,99.961,5,7,4,3Q,0.0,0.0,0.0,0.0,0
881,한천초 외 1교(금구초) LED전등교체 전기공사,공사,충청북도교육청 충청북도진천교육지원청,57838000,57164000,98.835,5,7,4,3Q,100.104,99.235,99.6695,0.6144757928511096,2
882,경상남도교육청 종합복지관 외 1개원 환경개선 전기공사,공사,경상남도교육청,19063000,19118000,100.289,5,7,4,3Q,100.738,98.798,99.773,0.66935076338527,10
883,(긴급)유영초 외 1교(한려초) 교실천장교체 및 기타 전기공사 입찰 공고,공사,경상남도교육청 경상남도통영교육지원청,94259000,94368000,100.116,6,7,3,3Q,100.291,100.261,100.276,0.02121320343559723,2
884,유치초 다목적강당 보수 전기공사,공사,전라남도교육청 전라남도장흥교육지원청,40931000,40837000,99.77,5,7,3,3Q,99.233,99.233,99.233,,1
885,경원고등학교 다목적강당증축 및 화장실개량 전기공사(긴급),공사,부산광역시교육청 경원고등학교,148753000,148040000,99.521,2,7,0,3Q,0.0,0.0,0.0,0.0,0
886,신산초 용량증설 전기공사,공사,경기도교육청 경기도파주교육지원청,17523000,17623000,100.571,5,7,4,3Q,101.381,98.771,99.781625,0.9147363300817501,8
887,2020학년도 청주대성고 실내LED교체 전기공사 소액수의,공사,충청북도교육청 청주대성고등학교,27137000,26758000,98.603,6,7,3,3Q,0.0,0.0,0.0,0.0,0
888,장애인직업재활시설 증축 및 리모델링 전기공사 감리용역,용역,경기도 부천시,42229000,42142000,99.794,5,7,4,3Q,100.532,98.567,99.53730769230768,0.633253159567769,13
889,(가칭)인천대중문화예술고 실용연기과 리모델링 전기공사,공사,인천광역시교육청 인천광역시남부교육지원청,28054000,28279000,100.802,5,7,4,3Q,101.127,99.398,100.08733333333333,0.6300697315906116,6
890,관창초등학교외1교 화장실 및 급식실 수선 전기공사,공사,충청남도교육청 충청남도보령교육지원청,38975000,39404000,101.101,5,7,4,3Q,99.407,99.407,99.407,,1
891,농수산물도매시장 도로개설공사 전기공사,공사,경기도 안산시,40516000,40078000,98.919,5,7,3,3Q,101.26,98.91,99.82981818181817,0.6913363607075539,11
892,부여군 드론 전문교육(체험)장 조성 전기공사,공사,충청남도 부여군,198165000,195497000,98.654,5,7,4,3Q,100.84,98.447,100.01699999999998,0.9650362687484864,7
893,"능곡중 신관 계단실(승강기) 증축 및 원당중 환경개선공사 전기(통신,소방) 설계용역",용역,경기도교육청 경기도고양교육지원청,6560000,6593000,100.503,5,7,3,3Q,100.953,98.633,99.83514285714286,0.7692969579582462,7
894,용운중학교 전기시설개선 전기공사 입찰 공고,공사,경상북도상주교육청 용운중학교,130130000,128134000,98.466,5,7,3,3Q,0.0,0.0,0.0,0.0,0
895,연산초등학교 화장실개량 전기공사,공사,부산광역시교육청 부산광역시동래교육지원청,40590000,40039000,98.643,2,7,0,3Q,100.983,98.849,99.84028571428573,0.6106672697023449,21
896,용암면 자치위원회센터 건립공사(전기),공사,경상북도 성주군,34848000,34620000,99.346,5,7,4,3Q,101.519,98.94,99.89066666666668,0.9467393868782844,6
897,범계중 합숙소 리모델링 전기공사,공사,경기도교육청 경기도안양과천교육지원청,27728000,27663000,99.766,5,7,4,3Q,100.67,98.421,99.81066666666668,0.6313308694073705,24
898,수성초등학교 시청각실 대수선 및 기타 전기공사(긴급),공사,부산광역시교육청 부산광역시남부교육지원청,171050000,170230000,99.521,2,7,0,3Q,101.218,98.38,99.7243148148148,0.699248108963899,54
900,성황초 교실 증축 전기공사,공사,전라남도교육청,255420000,252427000,98.828,2,7,0,3Q,100.965,98.69,99.76731818181817,0.5629708092207192,22
901,공동실험실습관 투과전자현미경 설치기반조성 전기공사,공사,제주대학교,27121000,27122000,100.004,2,7,0,3Q,100.49,100.49,100.49,,1
902,영광전자고 외 1교(법성중) 관사보수 전기공사 수의계약 안내 공고,공사,전라남도교육청 전라남도영광교육지원청,54054000,53899000,99.713,5,7,4,3Q,100.239,98.769,99.40566666666666,0.7544755352782042,3
903,대방중학교 다목적강당 및 급식소 신축 전기공사,공사,경상남도교육청 경상남도창원교육지원청,271502000,266800000,98.268,5,7,4,3Q,101.536,98.487,100.00640740740742,0.7632952981976987,27
906,궁남초 내진보강 및 기타 전기공사,공사,충청남도교육청 충청남도부여교육지원청,86977000,86258000,99.173,5,7,4,3Q,100.194,98.439,99.31649999999999,1.2409724009823977,2
907,고성초외 1교(삼산초) 다목적실 증축 및 기타 전기공사 수의견적 제출 공고,공사,경상남도교육청 경상남도고성교육지원청,57398000,57012000,99.328,5,7,4,3Q,101.262,99.12,100.053,1.0973481671739358,3
908,상북 소호 소규모 하수도 설치 전기공사,공사,울산광역시 울주군,43256000,43184000,99.834,5,7,4,3Q,100.831,98.258,99.8656923076923,0.7160020233462333,13
910,산불방지 지원센터 신축 전기공사,공사,충청남도 홍성군,49625000,49642000,100.034,5,7,3,3Q,100.166,98.215,99.593,0.7292206799042372,6
911,기흥초 냉난방 개선 전기공사,공사,경기도용인교육청,103994000,104674000,100.654,5,7,4,3Q,100.893,98.453,99.61244444444444,0.8046633008766922,9
913,포곡고 교실 LED조명 개선 전기공사,공사,경기도용인교육청,225549000,227533000,100.88,5,7,4,3Q,100.893,98.453,99.61244444444444,0.8046633008766922,9
914,남정초등학교 병설유치원 천장교체 전기공사,공사,경상남도교육청 경상남도창원교육지원청,63459000,63473000,100.022,5,7,4,3Q,101.536,98.487,100.00640740740742,0.7632952981976987,27
915,현암중 교실 LED조명 개선 전기공사,공사,경기도용인교육청,173049000,171514000,99.113,5,7,4,3Q,100.893,98.453,99.61244444444444,0.8046633008766922,9
916,전북여자고등학교 조명시설개선 및 기타 전기공사,공사,전라북도교육청 전북여자고등학교,113320000,113348000,100.025,5,7,4,3Q,99.611,99.611,99.611,,1
917,다시면 농촌중심지활성화사업 전기공사,공사,한국농어촌공사 전남지역본부 나주지사,339504000,341596000,100.616,5,7,4,3Q,0.0,0.0,0.0,0.0,0
918,기지제 횡단 산책로(1구간) 전기공사,공사,전라북도 전주시,65485000,64962000,99.201,2,7,0,3Q,101.258,99.252,100.1892,0.6270128122029609,10
919,대청초 교실 LED조명 개선 전기공사,공사,경기도용인교육청,150148000,148420000,98.849,5,7,4,3Q,100.893,98.453,99.61244444444444,0.8046633008766922,9
920,성서초 교실 LED조명 개선 전기공사,공사,경기도용인교육청,197941000,199359000,100.716,5,7,4,3Q,100.893,98.453,99.61244444444444,0.8046633008766922,9
921,광주서림초 물탱크실 증축 및 기타시설 전기공사 수의계약 안내 공고,공사,광주광역시교육청 광주광역시동부교육지원청,61292000,61001000,99.525,5,7,4,3Q,101.181,98.746,99.88594736842104,0.6969030279811946,19
922,부평초 교실LED조명교체 전기공사,공사,경기도교육청 경기도구리남양주교육지원청,136554000,135891000,99.514,5,7,4,3Q,100.435,98.504,99.5974,0.9204283242056388,5
923,한울안중학교 다목적강당 및 급식시설 증축 전기공사,공사,대구광역시교육청 대구광역시달성교육지원청 한울안중학교,242473000,243022000,100.226,6,7,2,3Q,0.0,0.0,0.0,0.0,0
924,강원대학교 의학전문대학원 위험물저장소 신축공사(전기),공사,강원대학교 부속기관 연구실안전관리센터,33919000,33713000,99.393,6,7,2,3Q,0.0,0.0,0.0,0.0,0
928,하남119안전센터 창고 환경개선 전기공사,공사,광주광역시 광산소방서,13310000,13176000,98.993,7,7,1,3Q,0.0,0.0,0.0,0.0,0
929,달하다리가설전기공사,공사,전라북도 정읍시,349338000,351775000,100.698,4,7,4,3Q,101.232,98.119,99.79894444444444,0.78383877935845,18
930,학성중 장애인편의시설 및 체력단련실 환경개선 전기공사,공사,강원도교육청 강원도원주교육지원청,51442000,51120000,99.374,6,7,2,3Q,101.04,98.614,99.66814285714285,0.799534954118421,7
932,강릉 옥천동 어울림플랫폼 조성 전기공사,공사,강원도 강릉시,361136000,358434000,99.252,4,7,4,3Q,100.557,99.101,99.91233333333332,0.6187515387186266,6
933,충남대학교병원 통합전산센터 리모델링공사(전기),공사,충남대학교병원,94000000,94676000,100.719,4,7,4,3Q,0.0,0.0,0.0,0.0,0
934,백령31호 대피시설 건립공사(전기),공사,인천광역시 옹진군,47542000,47320000,99.533,4,7,3,3Q,99.8,98.322,99.17966666666666,0.7670504112073271,3
936,경북테크노파크 태양광발전장치 설치 전기공사 소액수의 견적공고,공사,재단법인 경북테크노파크,25753950,25923000,100.656,5,7,3,3Q,0.0,0.0,0.0,0.0,0
938,매지초 교사동 화장실보수 전기공사,공사,강원도교육청 강원도원주교육지원청,31028000,30951000,99.752,6,7,2,3Q,101.04,98.614,99.7246,0.9589717409809347,5
939,죽리초 소규모 체육관 증축 전기공사 수의견적 제출 안내[긴급],공사,강원도교육청 강원도양구교육지원청,49131000,49181000,100.102,4,7,4,3Q,99.905,99.279,99.592,0.4426488450227821,2
940,도산초 화장실 개선 전기공사 수의계약 안내공고,공사,광주광역시교육청 광주광역시서부교육지원청,74932000,73623000,98.253,4,7,4,3Q,100.95,98.133,99.61276923076926,0.6932615268536003,26
941,삼숭초 LED 조명교체 전기공사,공사,경기도교육청 경기도동두천양주교육지원청,169153530,169382000,100.135,5,7,3,3Q,100.975,100.975,100.975,,1
944,충북대 안전환경개선 연구실 공간분리 전기공사,공사,조달청 충북지방조달청,112505000,114116000,101.432,4,7,4,3Q,100.837,99.516,100.15614285714285,0.5097229406162481,7
945,한국농수산대학 학생체육장 및 환경기반 신축 전기공사,공사,조달청 전북지방조달청,196128000,196742000,100.313,4,7,4,3Q,100.461,99.416,100.03083333333335,0.40026012375287506,6
948,2020년 전기버스 개방형 충전기 설치 전기공사,공사,제주에너지공사,192379000,192946000,100.295,8,7,0,3Q,101.625,101.625,101.625,,1
949,송민학교 LED조명교체 전기공사 소액수의 견적제출 공고,공사,경기도교육청 송민학교,64797000,65855000,101.633,7,7,0,3Q,0.0,0.0,0.0,0.0,0
950,정동고등학교 친환경운동장 재조성사업 전기공사 소액수의(총액)견적 제출 안내 공고,공사,대구광역시교육청 정동고등학교,19756000,19610000,99.261,6,7,2,3Q,0.0,0.0,0.0,0.0,0
951,경원초 LED 조명교체 전기공사,공사,인천광역시교육청 인천광역시남부교육지원청,179504000,178935000,99.683,7,7,1,3Q,101.127,99.398,100.26225,0.7329958503747942,4
953,산불방지센터 건립공사(전기),공사,경상북도 칠곡군,41041000,40666000,99.086,5,7,3,3Q,101.185,97.864,99.49312499999999,1.0642276122682979,8
954,한국원자력마이스터고 융복합실습관 증개축 전기공사 입찰공고,공사,경상북도교육청 경상북도포항교육지원청,465811000,474964000,101.965,7,7,0,3Q,100.678,99.51,100.094,0.825900720425882,2
955,교육연구정보원 시설보수 및 기타 전기공사,공사,부산광역시교육청,173145000,175378000,101.29,5,7,3,3Q,101.023,98.179,99.98461538461538,0.7581160353645882,13
956,한밭초 다목적강당 증축 및 기타 전기공사,공사,대전광역시교육청 대전광역시서부교육지원청,168129000,170140000,101.196,4,7,4,3Q,101.466,98.38,99.86011764705883,0.7470778939837149,34
957,용남초등학교 특별교실 증축 전기공사,공사,충청남도교육청 충청남도논산계룡교육지원청,214377000,213749000,99.707,6,7,2,3Q,99.386,99.386,99.386,,1
958,"도담유치원 외 2교(부강초병설유치원, 미르유치원) 스프링클러설치 전기공사",공사,세종특별자치시교육청,96140000,95827000,99.674,4,7,4,3Q,101.441,98.811,99.88900000000001,0.9405935815825467,8
959,김해공항 국내선 비상조명용 무정전전원장치 설치 전기공사,공사,한국공항공사 부산지역본부,304452857,305091000,100.21,4,7,4,3Q,101.133,100.088,100.6105,0.7389265863399433,2
960,여수교육지원청 학교폭력전담지원센터 증축 전기공사,공사,전라남도교육청 전라남도여수교육지원청,90167000,90127000,99.956,7,7,0,3Q,101.823,99.581,100.69333333333333,1.1211005009959287,3
961,남지초 교사 증축 전기공사 수의계약 안내 공고,공사,경상남도교육청 경상남도창녕교육지원청,32923000,32542000,98.843,5,7,3,3Q,101.52,101.05,101.285,0.33234018715767655,2
962,등마초 냉난방개선 전기공사,공사,서울특별시교육청 서울특별시강서양천교육지원청,93911000,93647000,99.719,4,7,4,3Q,101.13,99.602,100.3376,0.7162599388490147,5
964,시민회관 내 신중년 일자리통합지원센터 리모델링 전기공사,공사,경기도 과천시,181559210,178719000,98.436,4,7,4,3Q,100.267,98.942,99.63149999999999,0.6861022761464481,4
965,부산영상예술고등학교 급식실현대화 및 기타 전기공사,공사,부산광역시교육청 부산광역시서부교육지원청,294961000,294637000,99.89,7,7,1,3Q,101.308,98.566,99.75303846153845,0.7538413350709411,26
967,트래블라운지 조성 전기공사,공사,대전마케팅공사,62425000,61986000,99.297,6,7,2,3Q,100.249,100.249,100.249,,1
968,단풍나무 숲길 화장실 신축 전기공사 재공고,공사,독립기념관,24843000,24609000,99.058,6,7,2,3Q,0.0,0.0,0.0,0.0,0
969,전주덕일중 교사수선 및 기타 전기공사,공사,전라북도교육청 전라북도전주교육지원청,65685000,66406000,101.098,5,7,3,3Q,101.053,98.331,99.85419047619048,0.7890818474054263,21
970,2019년 기능보강사업 (주차장 증축) 전기공사,공사,인천광역시 의료원,404360000,407399000,100.752,5,7,3,3Q,0.0,0.0,0.0,0.0,0
971,홀트학교 LED조명 교체 전기공사,공사,경기도교육청 홀트학교,141100000,142017000,100.65,6,7,2,3Q,0.0,0.0,0.0,0.0,0
973,안민초등학교 외 1교(여고초) 화장실개량 전기공사(긴급),공사,부산광역시교육청 부산광역시동래교육지원청,97830000,98792000,100.983,4,7,4,3Q,100.792,98.849,99.74694736842105,0.557233491224901,19
974,태릉고 냉난방 전기공사,공사,서울특별시교육청 서울특별시동부교육지원청,24739000,24775000,100.146,4,7,4,3Q,100.369,100.369,100.369,,1
976,동명중학교 특별실동 및 도서실 천장교체 전기공사,공사,경상남도밀양교육청 동명중학교,37510000,37439000,99.811,6,7,1,3Q,0.0,0.0,0.0,0.0,0
977,해운대구 국공립어린이집 이전신축 전기공사,공사,부산광역시 해운대구,30804000,30624000,99.416,4,7,4,3Q,100.707,99.393,100.125,0.5477980163040603,4
978,대전판암초 내진보강 및 기타 전기공사,공사,대전광역시교육청 대전광역시동부교육지원청,61688000,62090000,100.652,4,7,4,3Q,101.801,98.366,99.72931914893616,0.7460876829919547,47
979,송산로(만가대사거리) 도로정비 전기공사,공사,경기도 의정부시,35694000,35825000,100.367,4,7,4,3Q,100.506,100.042,100.27733333333333,0.23207182796137288,3
980,불은초 화장실개선 전기공사 수의계약 견적제출 안내 공고,공사,인천광역시교육청 인천광역시강화교육지원청,25579000,25137000,98.272,4,7,3,3Q,101.58,98.963,100.20416666666665,1.1080083784280097,6
981,삼산초 화장실개선 전기공사 수의계약 견적제출 안내 공고,공사,인천광역시교육청 인천광역시강화교육지원청,32537000,32550000,100.04,4,7,3,3Q,101.58,98.963,100.20416666666665,1.1080083784280097,6
982,선원초 화장실개선 전기공사 수의계약 견적제출 안내 공고,공사,인천광역시교육청 인천광역시강화교육지원청,41793000,41650000,99.658,4,7,3,3Q,101.58,98.963,100.20416666666665,1.1080083784280097,6
983,2020학년도 건축디자인과 재구조화 실습환경개선 공사(전기) 수의계약 안내공고,공사,광주광역시교육청 전남공업고등학교,79431000,78756000,99.15,5,7,2,3Q,0.0,0.0,0.0,0.0,0
984,덕암고등학교 특별교실 냉난방 및 조명 전기공사,공사,전라북도교육청 덕암고등학교,82925000,83090000,100.199,5,7,2,3Q,0.0,0.0,0.0,0.0,0
985,예림초 본관 및 후관동 바닥교체 전기공사,공사,경상남도교육청 경상남도밀양교육지원청,17457000,17337000,99.313,5,7,3,3Q,100.505,99.885,100.205,0.3104834939251954,3
986,동일초등학교 외 1교(덕화중) 내진보강에 따른 전기부문 설계용역 견적제출 안내공고,용역,대구광역시교육청 대구광역시동부교육지원청,3582000,3606000,100.67,4,7,4,3Q,101.17,98.715,100.03017647058824,0.7009597202491489,17
987,동도초등학교 환경개선 전기공사 견적제출 안내공고,공사,대구광역시교육청 대구광역시동부교육지원청,12940000,12877000,99.513,4,7,4,3Q,101.17,98.715,100.03017647058824,0.7009597202491489,17
988,황금초등학교 양궁부 훈련장 증축 전기공사 견적제출 안내공고,공사,대구광역시교육청 대구광역시동부교육지원청,31801000,31671000,99.591,4,7,4,3Q,101.17,98.715,100.03017647058824,0.7009597202491489,17
989,서산석림초등학교 외 1기관 화장실 수선 및 기타 전기공사,공사,충청남도교육청 충청남도서산교육지원청,66771000,66510000,99.609,5,7,3,3Q,100.733,99.166,99.94859999999998,0.5600109820351766,5
990,강릉시립중앙도서관 리모델링 공사(전기),공사,강원도 강릉시,84732000,85512000,100.921,4,7,4,3Q,100.557,99.101,99.81799999999998,0.6175240885989811,7
991,아산면 농촌중심지활성화사업 희망센터 신축 전기공사 입찰공고,공사,한국농어촌공사 전북지역본부 고창지사,326411000,326116000,99.91,5,7,3,3Q,100.259,99.855,100.057,0.28567113959936263,2
992,북면 의용소방대 신축공사(전기),공사,강원도 인제군,31336000,31537000,100.641,5,7,3,3Q,100.575,98.046,99.266,1.266846873146078,3
993,산불방지 지원센터 신축공사(전기),공사,강원도 인제군,26404000,26344000,99.773,5,7,3,3Q,100.575,98.046,99.266,1.266846873146078,3
994,인제읍 남북리 나르샤파크 물놀이시설 조성사업(전기),공사,강원도 인제군,25901000,25544000,98.622,5,7,3,3Q,100.575,98.046,99.266,1.266846873146078,3
995,"미평초 외 2교(여천초, 진남여중) 바닥보수 전기공사",공사,전라남도교육청 전라남도여수교육지원청,35481000,35423000,99.837,5,7,2,3Q,101.823,99.581,100.509,0.9868262258371487,4
996,금가초 다목적교실 증축 및 기타 전기공사,공사,충청북도교육청 충청북도충주교육지원청,181368000,182203000,100.46,5,7,3,3Q,101.314,98.648,99.85547058823529,0.6212575067601837,17
997,해운대여중 화장실개량공사에 따른 전기공사,공사,부산광역시해운대교육청 해운대여자중학교,44220000,44798000,101.307,5,7,3,3Q,99.808,99.808,99.808,,1
1000,2020년 교통사고 잦은 곳 개선사업(명륜교차로) 전기공사,공사,부산광역시 동래구,60382000,59956000,99.294,4,7,4,3Q,98.995,98.995,98.995,,1
1001,부여군 버섯산업연구소 건립 전기공사,공사,충청남도 부여군,278823000,282223000,101.219,4,7,4,3Q,100.84,98.447,100.01699999999998,0.9650362687484864,7
1003,독립유공 이태준 기념공원 조성 전기공사,공사,경상남도 함안군,80661000,81505000,101.046,5,7,3,3Q,100.63,98.511,99.7144,0.8480785930560928,5
1004,교수회관 등 3개동 내진보강 전기공사,공사,부산대학교,17116000,17030000,99.498,4,7,4,3Q,100.608,99.066,99.93225,0.7309246997240327,4
1005,(가칭)북부(안동)수학체험센터 리모델링 전기소방공사 설계용역,용역,경상북도교육청 경상북도안동교육지원청,11325000,11286000,99.656,5,7,2,3Q,101.191,98.376,99.99629999999999,0.6722176261019224,20
1006,사회관 남자화장실 환경개선 전기공사,공사,부산대학교,28272000,28431000,100.562,4,7,4,3Q,100.608,99.066,99.93225,0.7309246997240327,4
1007,서천 수산식품산업 거점단지 신축공사(전기)-입찰대행,공사,충청남도 서천군,549780000,548120000,99.698,5,7,2,3Q,100.095,98.667,99.58775,0.6403266744404758,4
1008,양양 남대천 어화원 조성공사(전기),공사,강원도 양양군,56958000,56162000,98.602,5,7,3,3Q,100.165,99.605,99.91033333333333,0.28341724247711825,3
1010,청주내덕초 외 1교(오창중) 화장실 증축 및 기타 전기공사 수의견적 제출 안내공고,공사,충청북도교육청 충청북도청주교육지원청,81312000,81695000,100.471,4,7,4,3Q,101.591,98.92,100.18099999999998,0.671007508842544,27
1011,나곡초 냉난방 개선 전기공사,공사,경기도용인교육청,41194000,41562000,100.893,5,7,3,3Q,100.338,98.453,99.4262857142857,0.7412767621443639,7
1012,(긴급)월천초 꿈담교실 및 창호개선 전기공사,공사,서울특별시교육청 서울특별시북부교육지원청,215467000,213020000,98.864,4,7,4,3Q,99.584,99.584,99.584,,1
1013,숭미초외 1교(중현초)병설유치원 신설 및 기타 전기공사,공사,서울특별시교육청 서울특별시북부교육지원청,171798000,174603000,101.633,4,7,4,3Q,99.584,99.584,99.584,,1
1016,강화 해누리공원 조성사업(전기),공사,인천광역시 강화군,140063000,138089000,98.591,4,7,4,3Q,100.034,98.949,99.5255,0.49506935541060015,4
1017,공연예술 연습공간조성 리모델링공사(전기),공사,강원도 영월군,244477000,247523000,101.246,5,7,3,3Q,101.213,99.7,100.57933333333334,0.7858475254992712,3
1018,어선수리소 및 주변환경시설 정비 지원 사업(전기),공사,강원도 동해시,27438000,27649000,100.769,4,7,3,3Q,101.3,98.44,99.70366666666666,1.1691129400817812,6
1019,용운중학교 전기시설개선 소방공사 수의견적 제출 안내,공사,경상북도상주교육청 용운중학교,45771000,45941000,100.371,4,7,3,3Q,0.0,0.0,0.0,0.0,0
1020,용운중학교 전기시설개선 통신공사 수의견적 제출 안내,공사,경상북도상주교육청 용운중학교,66275000,66495000,100.332,4,7,3,3Q,0.0,0.0,0.0,0.0,0
1021,"근황관, 도서관, 기숙사 냉난방기 교체 전기공사 수의(소액)-견적입찰 공고",공사,경기도교육청 한국관광고등학교,33368000,33314000,99.838,4,7,3,3Q,0.0,0.0,0.0,0.0,0
1023,와룡지구 체육시설 부대시설 설치공사(전기),공사,경상남도 진주시,139890400,139725000,99.882,6,7,1,3Q,100.733,97.918,99.78729999999999,0.8853167731884931,10
1026,삼양동 빈집활용 행복주택 건립사업 전기공사,공사,서울주택도시공사,204050000,203598000,99.778,4,7,3,3Q,101.248,97.949,99.56700000000001,1.258749538232291,6
1027,중앙기계실 환경개선공사(전기),공사,충남대학교,78320000,78151000,99.784,4,7,3,3Q,0.0,0.0,0.0,0.0,0
1028,증포초 LED조명 교체 전기공사,공사,경기도교육청 경기도이천교육지원청,245208000,244991000,99.912,5,7,1,3Q,99.072,99.072,99.072,,1
1029,중문고 전기설비개선 전기공사 상주감리용역 수의계약 견적제출 안내 공고,용역,제주특별자치도교육청,23486000,23693000,100.881,4,7,3,3Q,101.533,98.841,100.11795238095237,0.650247604854526,21
